timestep,time_elapsed,ego_velocity,desired_speed,distance_to_lead,lead_speed
0,0.0,8.552618688450805e-08,10,20.0,2.906745175303559e-08
1,0.1,1.353167332167669e-07,10,20.0,0.0
2,0.2,5.141994238683498e-08,10,20.0,2.563508704338758e-08
3,0.30000000000000004,2.0357151758732972e-07,10,20.0,3.840004664349525e-09
4,0.4,5.878259477440386e-08,10,20.0,1.8820629271642e-08
5,0.5,4.188397857305987e-08,10,20.0,2.398116722088478e-08
6,0.6000000000000001,4.590294911630484e-08,10,20.010925292989203,0.29422930540446857
7,0.7000000000000001,3.9055862364298764e-08,10,20.060363769950534,0.6882404434045564
8,0.8,9.51797411124536e-09,10,20.144409184177903,0.9985910908518872
9,0.9,6.856815156770033e-08,10,20.258789068853016,1.2574996878888822
10,1.0,6.474748670556273e-08,10,20.400024421053118,1.5322438255361812
11,1.1,3.167245950549793e-08,10,20.569152848996566,1.804800453228353
12,1.2000000000000002,6.999551698794284e-09,10,20.7630615740393,2.047260957692376
13,1.3,1.684322829700162e-08,10,20.980163683754004,2.269479339297269
14,1.4000000000000001,0.18316292645495985,10,21.215393263976992,2.470703183234858
15,1.5,0.6903217935233362,10,21.41870147044047,2.6509120134336217
16,1.6,0.6814238640029965,10,21.624268001326605,2.8103447218632875
17,1.7000000000000002,0.7364089267142405,10,21.84228573184003,2.949351539397791
18,1.8,0.7543958381509611,10,22.069092556587435,3.068331101018829
19,1.9000000000000001,0.762218494755778,10,22.305726069971218,3.16770350041446
20,2.0,0.7683742924457603,10,22.550477294819537,3.2479031372655007
21,2.1,0.772450220080975,10,22.801576205484256,3.3093734728407598
22,2.2,0.7629947034986879,10,23.05853452329484,3.3594118181561266
23,2.3000000000000003,0.7665939768309711,10,23.319826367038132,3.3917706248524224
24,2.4000000000000004,0.7688799856417173,10,23.58301032994157,3.4018936902195707
25,2.5,0.7708818232814532,10,23.84564499663387,3.393580708759227
26,2.6,0.778970853679156,10,24.106021388305955,3.3683816478549313
27,2.7,0.7825583092738276,10,24.36224739922525,3.324841908194227
28,2.8000000000000003,0.7909935315855422,10,24.612369912051797,3.2601357373936097
29,2.9000000000000004,0.7987646553021579,10,24.854252679413626,3.1795760826359687
30,3.0,0.8031008989184003,10,25.08679707793305,3.0849994924823907
31,3.1,0.808311035606676,10,25.309270669529894,2.9909364608619096
32,3.2,0.816021656504552,10,25.521063101366593,2.884104380070928
33,3.3000000000000003,0.8225009098607469,10,25.720099174968876,2.7505924097517624
34,3.4000000000000004,0.8281050744323638,10,25.90436472302059,2.6040527101181894
35,3.5,0.8328694447678012,10,26.072761097956846,2.445205546197695
36,3.6,0.8376883792962508,10,26.224189674558232,2.2744080722806
37,3.7,0.8427958418521342,10,26.357429740825484,2.092149773151514
38,3.8000000000000003,0.8479865026079606,10,26.471321625676076,1.8990456401314542
39,3.9000000000000004,0.8531036495718871,10,26.564827728545435,1.695613256154895
40,4.0,0.8581954502088985,10,26.547431936902424,0.000849955243844955
41,4.1000000000000005,0.8630190888118928,10,26.46125015957029,0.0004805237587132923
42,4.2,0.867557521912446,10,26.375007343665136,0.0004974068068146861
43,4.3,0.8718412018721168,10,26.288154178687705,0.0002915521706510935
44,4.4,0.8759231802066075,10,26.20062962666359,0.0
45,4.5,0.8798017267429032,10,26.11267782957676,0.0
46,4.6000000000000005,0.8834891201586654,10,26.024359822571242,0.0
47,4.7,0.886971116978927,10,25.935736639425404,0.0
48,4.800000000000001,0.8902709594580723,10,25.84668621260834,0.0
49,4.9,0.8933474045925082,10,25.757391646169257,0.0
50,5.0,0.8962200595214632,10,25.667730869832106,0.0
51,5.1000000000000005,0.8988879131666133,10,25.577825953885398,0.0
52,5.2,0.9013743892335024,10,25.487676897027463,0.0
53,5.300000000000001,0.9037122699540093,10,25.396062999051725,0.03651309292249504
54,5.4,0.9059011386596179,10,25.304265996620074,0.04183290406366129
55,5.5,0.9079672814695948,10,25.21680255284152,0.10065193288716207
56,5.6000000000000005,0.9099208299888394,10,25.14130195141726,0.22247959515055069
57,5.7,0.9117776406597248,10,25.082402961380357,0.4202570910312794
58,5.800000000000001,0.9135371766604607,10,25.04492738746917,0.6724530907632463
59,5.9,0.9151909130631881,10,25.033025777801615,0.9306897081782916
60,6.0,0.9167597128395657,10,25.051824860413063,1.2111287722284272
61,6.1000000000000005,0.9182475099968819,10,25.09693011298426,1.4636779083819684
62,6.2,0.9196581784116286,10,25.168280608690885,1.7277213113525813
63,6.300000000000001,0.9209940421005951,10,25.264777763785492,1.9775468773619787
64,6.4,0.9222542676940967,10,25.384834691749838,2.207275184510145
65,6.5,0.9234519080638001,10,25.52680345539506,2.4170136340006847
66,6.6000000000000005,0.9245838040468618,10,25.68854784184425,2.6133170316997196
67,6.7,0.9256534139366723,10,25.869152327935723,2.7965649327214233
68,6.800000000000001,0.9266678296004527,10,26.06654173325193,2.954195565757503
69,6.9,0.9276273490562968,10,26.277969465213467,3.0845140701162075
70,7.0,0.9285365022662267,10,26.5008720439767,3.192582487057604
71,7.1000000000000005,0.9293961827654261,10,26.733479445581374,3.2803902669167697
72,7.2,0.9302130679427059,10,26.97353335796392,3.3488940147968025
73,7.300000000000001,0.9309847132216846,10,27.219324784805035,3.3987108198899425
74,7.4,0.9317123695358424,10,27.469083692932525,3.430363585493592
75,7.5,0.9324028921739905,10,27.72079590496062,3.4443389704522542
76,7.6000000000000005,0.933055863582671,10,27.97305759067194,3.44111313632083
77,7.7,0.9336742648400759,10,28.223793530339854,3.421165579848711
78,7.800000000000001,0.9342606580512921,10,28.472027158538896,3.391642926287015
79,7.9,0.9348181420241685,10,28.716232547158448,3.3393043566920677
80,8.0,0.935351546249377,10,28.953907243685915,3.2651346733291198
81,8.1,0.9358528832654618,10,29.183220141531553,3.1750139544356673
82,8.200000000000001,0.936321795403466,10,29.402767412429455,3.070876558091089
83,8.3,0.9367678195219763,10,29.611267294356246,2.9534434724666485
84,8.4,0.9371851735082554,10,29.807254903938688,2.8230563492375804
85,8.5,0.9375869097122769,10,29.98950952061447,2.6799583470119392
86,8.6,0.9379630166341975,10,30.15693246949452,2.524374242103598
87,8.700000000000001,0.9383182621926665,10,30.308180964020963,2.3565683642372934
88,8.8,0.9386614671658157,10,30.44215632847807,2.176892268843341
89,8.9,0.9389841686603652,10,30.557698829069942,1.98586327897532
90,9.0,0.939289763169727,10,30.653587744266453,1.7842319977546255
91,9.1,0.9395823042882664,10,30.69344488352229,0.43418564139171895
92,9.200000000000001,0.9398539242909123,10,30.60060996274951,0.0002526958580355957
93,9.3,0.9401157696471747,10,30.506920691689977,0.0005579609960965328
94,9.4,0.9403612826354604,10,30.413048315682566,0.00037589518817136733
95,9.5,0.9405873047448153,10,30.319175930700197,0.00018723765242035953
96,9.600000000000001,0.9408038494200093,10,30.224998370800325,0.0
97,9.700000000000001,0.9410128250638616,10,30.130637705955692,0.0
98,9.8,0.9412071379203298,10,30.036338076114298,0.0
99,9.9,0.9413919723173043,10,29.941977411302,0.0
100,10.0,0.9415692981988099,10,29.847616746506045,0.0
101,10.100000000000001,0.9417391125770391,10,29.753317116714108,0.0
102,10.200000000000001,0.9418953379245619,10,29.65895645643496,0.0
103,10.3,0.9420437546164843,10,29.56465682667537,0.0
104,10.4,0.942186925863862,10,29.46901441375863,0.05993549334039726
105,10.5,0.9423178787011949,10,29.37367719371966,0.059289636332213916
106,10.600000000000001,0.9424454928674976,10,29.279377577444915,0.0046179295834190386
107,10.700000000000001,0.9425645839497506,10,29.190449147602997,0.14759245257484904
108,10.8,0.9426702051295857,10,29.111774864692155,0.2623730060628603
109,10.9,0.9427821432715634,10,29.04646771658792,0.33712729108905526
110,11.0,0.9428787635887022,10,29.004293441556722,0.6356821257453048
111,11.100000000000001,0.9429787221491391,10,28.989767588113573,0.9038845556085201
112,11.200000000000001,0.9430692620641945,10,29.00344179284086,1.2319949010681486
113,11.3,0.9431550342932736,10,29.04452140583131,1.515733694751182
114,11.4,0.9432387198836829,10,29.113555179520677,1.789582450490697
115,11.5,0.9433160875736291,10,29.208834605867672,2.037606040461484
116,11.600000000000001,0.9433881504206797,10,29.327368978156997,2.257507200226234
117,11.700000000000001,0.9434580679073591,10,29.466594771103356,2.453959104974624
118,11.8,0.9435220838831828,10,29.62431470660598,2.628777381228585
119,11.9,0.943581034250374,10,29.79845355413857,2.7828435030302425
120,12.0,0.9436398050951719,10,29.98711918970953,2.916737098792932
121,12.100000000000001,0.943702330965101,10,30.18823640296258,3.0309436111683397
122,12.200000000000001,0.9437529961744041,10,30.39966892987616,3.125911291202411
123,12.3,0.9438041969533724,10,30.619646712249676,3.2020886217705185
124,12.4,0.943851404955282,10,30.846338647298012,3.2599190824307818
125,12.5,0.9438904468160618,10,31.077852617166013,3.299854974626615
126,12.600000000000001,0.9439344960438038,10,31.3127237334311,3.328953795060652
127,12.700000000000001,0.943975742478869,10,31.549975426774942,3.3478147159403195
128,12.8,0.9440110892742126,10,31.78832592159399,3.351984359487588
129,12.9,0.9440513229296615,10,32.02594410714063,3.3339200256092334
130,13.0,0.944094000353532,10,32.26020539730602,3.289799462372979
131,13.100000000000001,0.9441317307301041,10,32.48872936841305,3.224163787768854
132,13.200000000000001,0.9441571236188938,10,32.71029524860682,3.1563748630250075
133,13.3,0.9441818007598944,10,32.9236822980102,3.0613132403718875
134,13.4,0.9442044520067886,10,33.12730356072755,2.9661843821596103
135,13.5,0.9442269823752655,10,33.319816212047385,2.8449041586798396
136,13.600000000000001,0.944251361550385,10,33.49951120347008,2.7104316596502613
137,13.700000000000001,0.9442793173131876,10,33.665534000540696,2.5769374328534784
138,13.8,0.9443026235888965,10,33.8167249025752,2.4183084976068145
139,13.9,0.9443270626887473,10,33.95100865898224,2.2471806379559816
140,14.0,0.9443429776943986,10,34.0682631437183,2.0776476265240293
141,14.100000000000001,0.9443639586367337,10,34.16720660221045,1.8850498262855102
142,14.200000000000001,0.9443870260324054,10,34.24484818726817,1.5785450767516083
143,14.3,0.9444080671547221,10,34.19412905329166,0.00046368534032212056
144,14.4,0.9444183798282725,10,34.09976849582292,0.0005163673998307522
145,14.5,0.9444295270495403,10,34.00565208529843,0.0004635866173187457
146,14.600000000000001,0.9444496141233473,10,33.9114136060675,0.0002599680994265358
147,14.700000000000001,0.944464993155619,10,33.816869938652246,0.0
148,14.8,0.9444788815907748,10,33.72232627182484,0.0
149,14.9,0.9444869286925835,10,33.62778260559025,0.0
150,15.0,0.9444968242405,10,33.533238939953485,0.0
151,15.100000000000001,0.9445077329482513,10,33.43875630956524,0.0
152,15.200000000000001,0.9445202506962463,10,33.34421264513832,0.0
153,15.3,0.9445303838107912,10,33.24966898132461,0.0
154,15.4,0.9445431995000203,10,33.15512531812934,0.0
155,15.5,0.9445535115322198,10,33.06058165555783,0.0
156,15.600000000000001,0.9445651357717779,10,32.964878288392896,0.03662531229080131
157,15.700000000000001,0.9445663884524192,10,32.86954111393929,0.05187963077603583
158,15.8,0.9445651375103677,10,32.77945350850401,0.06866813330906685
159,15.9,0.944570324837924,10,32.699985908000755,0.2542584611639402
160,16.0,0.9445775965205497,10,32.63425198545799,0.37047202595919587
161,16.1,0.9445835575490525,10,32.58701253440445,0.5799451806406898
162,16.2,0.9445895192476297,10,32.56528615392046,0.8678713390793805
163,16.3,0.9445960766671415,10,32.57359076850468,1.1480014567247405
164,16.400000000000002,0.944600845928922,10,32.60948276184112,1.4134797348879504
165,16.5,0.9446078206652742,10,32.67229150173653,1.67251236836201
166,16.6,0.9446128876576654,10,32.760369729573014,1.9131683487831583
167,16.7,0.944614795915035,10,32.87206974569919,2.147581666842109
168,16.8,0.9446185515324944,10,33.00623181500663,2.361593692265152
169,16.900000000000002,0.9446235585965871,10,33.16017028021139,2.549509337297681
170,17.0,0.9446259440596013,10,33.331626757947426,2.7148219718958475
171,17.1,0.9446295805425332,10,33.51858699260761,2.866316762087334
172,17.2,0.9446355420028351,10,33.719647139845,2.997680766866996
173,17.3,0.9446344098056398,10,33.93260980899413,3.1112863257812426
174,17.400000000000002,0.9446386427726993,10,34.15594907209028,3.2039061839266676
175,17.5,0.9446347691099475,10,34.387284444288795,3.2790774219544807
176,17.6,0.9446357231862291,10,34.62521207814436,3.3339285575910855
177,17.7,0.9446372736670187,10,34.86722939382682,3.365195588695494
178,17.8,0.9446415660589804,10,35.111627355839026,3.3840014601425588
179,17.900000000000002,0.9446431163890442,10,35.357002089513266,3.385053131675988
180,18.0,0.9446475282676292,10,35.60127831072426,3.3645188639075214
181,18.1,0.9446519991689883,10,35.842624879594105,3.325406039145757
182,18.2,0.9446493774659195,10,36.07933275173992,3.277472570441753
183,18.3,0.944649496915566,10,36.30969286172425,3.1989818246513457
184,18.400000000000002,0.9446568889922133,10,36.53144680329174,3.1059429066275444
185,18.5,0.9446587964160811,10,36.74325174292416,2.9994203429472663
186,18.6,0.9446665459501553,10,36.94382588060092,2.8797848783130946
187,18.7,0.9446683353694163,10,37.13170432304174,2.747276818189131
188,18.8,0.9446771581699863,10,37.30572731703001,2.602109734458666
189,18.900000000000002,0.944682106193671,10,37.46449098152185,2.4445167242962884
190,19.0,0.9446848488849438,10,37.60769014575142,2.288344008367947
191,19.1,0.944688962970887,10,37.7340429549463,2.1073538598220187
192,19.200000000000003,0.9446818707633386,10,37.84177925770992,1.9145839029445473
193,19.3,0.9446714399351859,10,37.92980035244979,1.711434443165762
194,19.400000000000002,0.9446753144792096,10,37.91527136146484,0.0012189530535460186
195,19.5,0.9446763281804993,10,37.82054495578732,0.00045844370147221696
196,19.6,0.9446764477061182,10,37.726367849344626,0.0005146676914809324
197,19.700000000000003,0.9446768058835427,10,37.63206866600491,0.0003083149761138507
198,19.8,0.944672693952961,10,37.53746430321022,0.0
199,19.900000000000002,0.9446748998755956,10,37.44292097684077,0.0
200,20.0,0.9446736487812876,10,37.34843868690556,0.0
